,Clouds,Conditions,DateUTC<br>,DewpointF,HourlyPrecipIn,Humidity,PressureIn,SoftwareType,SolarRadiationWatts/m^2,TemperatureF,Time,WindDirection,WindDirectionDegrees,WindSpeedGustMPH,WindSpeedMPH,dailyrainin
2016-10-18 07:49:00,,,2016-10-18 14:49:00,51.1,0.00,95,29.78,WS-1001 V2.3.3,58.01,52.5,2016-10-18 07:49:00,South,174,0.0,0.0,0.01
2016-10-18 07:54:00,,,2016-10-18 14:54:00,52.0,0.00,94,29.78,WS-1001 V2.3.3,61.34,53.6,2016-10-18 07:54:00,SSE,163,0.0,0.0,0.01
2016-10-18 07:59:00,,,2016-10-18 14:59:00,52.0,0.00,90,29.78,WS-1001 V2.3.3,65.05,54.9,2016-10-18 07:59:00,SSE,152,0.0,0.0,0.01
2016-10-18 08:04:00,,,2016-10-18 15:04:00,53.1,0.00,90,29.79,WS-1001 V2.3.3,67.45,55.9,2016-10-18 08:04:00,SE,130,0.0,0.0,0.01
2016-10-18 08:09:00,,,2016-10-18 15:09:00,53.2,0.00,89,29.79,WS-1001 V2.3.3,69.42,56.5,2016-10-18 08:09:00,East,88,0.0,0.0,0.01
2016-10-18 08:14:00,,,2016-10-18 15:14:00,53.1,0.00,86,29.79,WS-1001 V2.3.3,71.78,57.2,2016-10-18 08:14:00,NNE,16,0.0,0.0,0.01
2016-10-18 08:20:00,,,2016-10-18 15:20:00,53.1,0.00,84,29.79,WS-1001 V2.3.3,74.84,57.7,2016-10-18 08:20:00,SE,128,0.0,0.0,0.01
2016-10-18 08:25:00,,,2016-10-18 15:25:00,53.2,0.00,85,29.79,WS-1001 V2.3.3,76.54,57.7,2016-10-18 08:25:00,South,186,0.0,0.0,0.01
2016-10-18 08:30:00,,,2016-10-18 15:30:00,53.1,0.00,84,29.78,WS-1001 V2.3.3,79.27,57.7,2016-10-18 08:30:00,South,189,0.0,0.0,0.01
2016-10-18 08:35:00,,,2016-10-18 15:35:00,52.9,0.00,83,29.79,WS-1001 V2.3.3,80.94,57.9,2016-10-18 08:35:00,SSW,211,0.0,0.0,0.01
2016-10-18 08:40:00,,,2016-10-18 15:40:00,53.2,0.00,83,29.80,WS-1001 V2.3.3,82.51,58.3,2016-10-18 08:40:00,SW,227,0.0,0.0,0.01
2016-10-18 08:45:00,,,2016-10-18 15:45:00,53.6,0.00,83,29.79,WS-1001 V2.3.3,83.97,58.6,2016-10-18 08:45:00,SSW,196,0.0,0.0,0.01
2016-10-18 08:50:00,,,2016-10-18 15:50:00,52.5,0.00,79,29.80,WS-1001 V2.3.3,88.35,59.0,2016-10-18 08:50:00,SSE,165,0.0,0.0,0.01
2016-10-18 08:55:00,,,2016-10-18 15:55:00,48.2,0.00,65,29.80,WS-1001 V2.3.3,93.64,59.9,2016-10-18 08:55:00,South,184,0.0,0.0,0.01
2016-10-18 09:00:00,,,2016-10-18 16:00:00,50.4,0.00,69,29.80,WS-1001 V2.3.3,100.65,60.6,2016-10-18 09:00:00,SSE,164,0.0,0.0,0.01
2016-10-18 09:05:00,,,2016-10-18 16:05:00,49.3,0.00,64,29.80,WS-1001 V2.3.3,107.66,61.5,2016-10-18 09:05:00,SSW,204,0.0,0.0,0.01
2016-10-18 09:10:00,,,2016-10-18 16:10:00,50.5,0.00,66,29.80,WS-1001 V2.3.3,116.53,62.1,2016-10-18 09:10:00,SW,219,0.0,0.0,0.01
2016-10-18 09:15:00,,,2016-10-18 16:15:00,50.7,0.00,65,29.80,WS-1001 V2.3.3,126.49,62.6,2016-10-18 09:15:00,SSW,204,0.0,0.0,0.01
2016-10-18 09:20:00,,,2016-10-18 16:20:00,51.3,0.00,65,29.80,WS-1001 V2.3.3,136.57,63.1,2016-10-18 09:20:00,WSW,253,2.5,0.4,0.01
2016-10-18 09:25:00,,,2016-10-18 16:25:00,51.4,0.00,66,29.80,WS-1001 V2.3.3,148.69,63.0,2016-10-18 09:25:00,SSW,203,2.5,0.4,0.01
2016-10-18 09:30:00,,,2016-10-18 16:30:00,51.4,0.00,66,29.80,WS-1001 V2.3.3,159.84,63.0,2016-10-18 09:30:00,SW,217,0.0,0.0,0.01
2016-10-18 09:36:00,,,2016-10-18 16:36:00,51.1,0.00,65,29.80,WS-1001 V2.3.3,173.28,63.0,2016-10-18 09:36:00,SSW,196,0.0,0.0,0.01
2016-10-18 09:41:00,,,2016-10-18 16:41:00,48.7,0.00,59,29.80,WS-1001 V2.3.3,186.88,63.3,2016-10-18 09:41:00,SSW,210,2.5,1.8,0.01
2016-10-18 09:46:00,,,2016-10-18 16:46:00,49.8,0.00,61,29.80,WS-1001 V2.3.3,201.92,63.5,2016-10-18 09:46:00,SE,132,2.5,0.9,0.01
2016-10-18 09:51:00,,,2016-10-18 16:51:00,49.3,0.00,59,29.80,WS-1001 V2.3.3,215.97,63.9,2016-10-18 09:51:00,WSW,253,4.9,2.9,0.01
2016-10-18 09:56:00,,,2016-10-18 16:56:00,50.9,0.00,62,29.80,WS-1001 V2.3.3,230.83,64.2,2016-10-18 09:56:00,WSW,257,2.5,2.5,0.01
2016-10-18 10:01:00,,,2016-10-18 17:01:00,52.0,0.00,64,29.80,WS-1001 V2.3.3,245.35,64.4,2016-10-18 10:01:00,West,269,4.9,2.9,0.01
2016-10-18 10:06:00,,,2016-10-18 17:06:00,51.4,0.00,62,29.81,WS-1001 V2.3.3,260.50,64.8,2016-10-18 10:06:00,WSW,254,2.5,1.8,0.01
2016-10-18 10:11:00,,,2016-10-18 17:11:00,51.3,0.00,62,29.80,WS-1001 V2.3.3,276.71,64.6,2016-10-18 10:11:00,SSW,210,0.0,0.0,0.01
2016-10-18 10:17:00,,,2016-10-18 17:17:00,51.4,0.00,62,29.81,WS-1001 V2.3.3,288.04,64.8,2016-10-18 10:17:00,WNW,283,2.5,1.3,0.01
2016-10-18 10:22:00,,,2016-10-18 17:22:00,51.6,0.00,62,29.80,WS-1001 V2.3.3,310.70,64.9,2016-10-18 10:22:00,SW,226,2.5,0.9,0.01
2016-10-18 10:27:00,,,2016-10-18 17:27:00,51.6,0.00,62,29.80,WS-1001 V2.3.3,326.62,64.9,2016-10-18 10:27:00,West,265,2.5,2.0,0.01
2016-10-18 10:32:00,,,2016-10-18 17:32:00,51.6,0.00,62,29.80,WS-1001 V2.3.3,327.29,64.9,2016-10-18 10:32:00,SW,223,4.9,4.5,0.01
2016-10-18 10:37:00,,,2016-10-18 17:37:00,51.8,0.00,62,29.80,WS-1001 V2.3.3,265.21,65.1,2016-10-18 10:37:00,WNW,287,0.0,0.0,0.01
2016-10-18 10:42:00,,,2016-10-18 17:42:00,51.1,0.00,60,29.80,WS-1001 V2.3.3,375.21,65.3,2016-10-18 10:42:00,West,278,2.5,2.0,0.01
2016-10-18 10:48:00,,,2016-10-18 17:48:00,50.9,0.00,59,29.80,WS-1001 V2.3.3,391.25,65.5,2016-10-18 10:48:00,WSW,250,4.9,4.0,0.01
2016-10-18 10:53:00,,,2016-10-18 17:53:00,50.9,0.00,59,29.80,WS-1001 V2.3.3,406.43,65.7,2016-10-18 10:53:00,WSW,257,4.9,2.7,0.01
2016-10-18 10:58:00,,,2016-10-18 17:58:00,50.7,0.00,58,29.80,WS-1001 V2.3.3,425.18,65.8,2016-10-18 10:58:00,SSW,210,4.9,2.9,0.01
2016-10-18 11:01:00,,,2016-10-18 18:01:00,50.4,0.00,57,29.80,WS-1001 V2.3.3,437.44,66.0,2016-10-18 11:01:00,South,186,0.0,0.0,0.01
2016-10-18 11:06:00,,,2016-10-18 18:06:00,48.9,0.00,53,29.80,WS-1001 V2.3.3,456.66,66.6,2016-10-18 11:06:00,NNW,328,2.5,0.9,0.01
2016-10-18 11:12:00,,,2016-10-18 18:12:00,50.4,0.00,55,29.80,WS-1001 V2.3.3,473.16,66.9,2016-10-18 11:12:00,WNW,283,2.5,2.0,0.01
2016-10-18 11:17:00,,,2016-10-18 18:17:00,49.5,0.00,53,29.80,WS-1001 V2.3.3,490.74,67.1,2016-10-18 11:17:00,SW,219,7.4,5.8,0.01
2016-10-18 11:22:00,,,2016-10-18 18:22:00,49.8,0.00,53,29.80,WS-1001 V2.3.3,510.63,67.5,2016-10-18 11:22:00,SW,216,7.4,5.1,0.01
2016-10-18 11:23:00,,,2016-10-18 18:23:00,49.5,0.00,52,29.79,WS-1001 V2.3.3,513.84,67.6,2016-10-18 11:23:00,SSW,199,2.5,0.9,0.01
2016-10-18 11:29:00,,,2016-10-18 18:29:00,49.5,0.00,51,29.79,WS-1001 V2.3.3,537.17,68.2,2016-10-18 11:29:00,SSW,196,4.9,4.3,0.01
2016-10-18 11:34:00,,,2016-10-18 18:34:00,48.7,0.00,49,29.79,WS-1001 V2.3.3,415.89,68.5,2016-10-18 11:34:00,SW,216,4.9,4.0,0.01
2016-10-18 11:39:00,,,2016-10-18 18:39:00,49.5,0.00,50,29.79,WS-1001 V2.3.3,574.70,68.9,2016-10-18 11:39:00,West,269,7.4,5.6,0.01
2016-10-18 11:44:00,,,2016-10-18 18:44:00,50.4,0.00,51,29.79,WS-1001 V2.3.3,586.99,69.3,2016-10-18 11:44:00,West,277,7.4,5.6,0.01
2016-10-18 11:45:00,,,2016-10-18 18:45:00,50.4,0.00,51,29.79,WS-1001 V2.3.3,589.50,69.3,2016-10-18 11:45:00,WSW,251,4.9,4.0,0.01
2016-10-18 11:50:00,,,2016-10-18 18:50:00,50.0,0.00,50,29.79,WS-1001 V2.3.3,604.86,69.4,2016-10-18 11:50:00,West,278,7.4,5.6,0.01
2016-10-18 11:55:00,,,2016-10-18 18:55:00,50.0,0.00,50,29.79,WS-1001 V2.3.3,617.33,69.4,2016-10-18 11:55:00,WSW,237,7.4,6.0,0.01
2016-10-18 12:00:00,,,2016-10-18 19:00:00,50.0,0.00,50,29.79,WS-1001 V2.3.3,632.23,69.4,2016-10-18 12:00:00,South,182,0.0,0.0,0.01
2016-10-18 12:05:00,,,2016-10-18 19:05:00,49.3,0.00,49,29.79,WS-1001 V2.3.3,645.11,69.3,2016-10-18 12:05:00,SW,219,9.8,8.3,0.01
2016-10-18 12:10:00,,,2016-10-18 19:10:00,47.8,0.00,46,29.78,WS-1001 V2.3.3,655.91,69.4,2016-10-18 12:10:00,West,275,7.4,5.6,0.01
2016-10-18 12:15:00,,,2016-10-18 19:15:00,48.6,0.00,47,29.79,WS-1001 V2.3.3,662.37,69.6,2016-10-18 12:15:00,WSW,258,9.8,8.9,0.01
2016-10-18 12:25:00,,,2016-10-18 19:25:00,47.5,0.00,45,29.78,WS-1001 V2.3.3,670.02,69.8,2016-10-18 12:25:00,West,260,7.4,5.6,0.01
2016-10-18 12:30:00,,,2016-10-18 19:30:00,48.4,0.00,46,29.79,WS-1001 V2.3.3,676.94,70.2,2016-10-18 12:30:00,WSW,249,4.9,4.5,0.01
2016-10-18 12:35:00,,,2016-10-18 19:35:00,47.8,0.00,45,29.78,WS-1001 V2.3.3,679.07,70.2,2016-10-18 12:35:00,West,276,4.9,2.7,0.01
2016-10-18 12:40:00,,,2016-10-18 19:40:00,47.5,0.00,44,29.78,WS-1001 V2.3.3,687.33,70.3,2016-10-18 12:40:00,West,274,4.9,2.7,0.01
2016-10-18 12:42:00,,,2016-10-18 19:42:00,47.5,0.00,44,29.78,WS-1001 V2.3.3,686.95,70.3,2016-10-18 12:42:00,SW,221,12.3,9.2,0.01
2016-10-18 12:47:00,,,2016-10-18 19:47:00,46.9,0.00,43,29.78,WS-1001 V2.3.3,693.20,70.5,2016-10-18 12:47:00,West,260,4.9,4.5,0.01
2016-10-18 12:52:00,,,2016-10-18 19:52:00,46.8,0.00,42,29.78,WS-1001 V2.3.3,694.61,70.9,2016-10-18 12:52:00,SSW,193,2.5,1.1,0.01
2016-10-18 13:02:00,,,2016-10-18 20:02:00,46.9,0.00,42,29.77,WS-1001 V2.3.3,701.96,71.1,2016-10-18 13:02:00,WSW,254,7.4,5.8,0.01
2016-10-18 13:07:00,,,2016-10-18 20:07:00,46.9,0.00,42,29.77,WS-1001 V2.3.3,707.75,71.2,2016-10-18 13:07:00,SW,221,7.4,4.3,0.01
2016-10-18 13:12:00,,,2016-10-18 20:12:00,48.0,0.00,43,29.76,WS-1001 V2.3.3,711.16,71.6,2016-10-18 13:12:00,SW,220,9.8,8.1,0.01
2016-10-18 13:22:00,,,2016-10-18 20:22:00,47.5,0.00,42,29.76,WS-1001 V2.3.3,713.21,71.8,2016-10-18 13:22:00,WNW,298,7.4,6.0,0.01
2016-10-18 13:32:00,,,2016-10-18 20:32:00,47.7,0.00,42,29.76,WS-1001 V2.3.3,717.68,72.0,2016-10-18 13:32:00,West,278,7.4,5.6,0.01
2016-10-18 13:37:00,,,2016-10-18 20:37:00,47.3,0.00,41,29.76,WS-1001 V2.3.3,721.09,72.3,2016-10-18 13:37:00,West,263,7.4,6.0,0.01
2016-10-18 13:42:00,,,2016-10-18 20:42:00,47.3,0.00,41,29.76,WS-1001 V2.3.3,722.61,72.3,2016-10-18 13:42:00,WNW,283,7.4,5.8,0.01
2016-10-18 13:48:00,,,2016-10-18 20:48:00,46.9,0.00,40,29.76,WS-1001 V2.3.3,728.31,72.7,2016-10-18 13:48:00,SW,218,7.4,5.1,0.01
2016-10-18 13:53:00,,,2016-10-18 20:53:00,47.7,0.00,41,29.75,WS-1001 V2.3.3,728.36,72.7,2016-10-18 13:53:00,SW,223,4.9,4.9,0.01
2016-10-18 13:58:00,,,2016-10-18 20:58:00,46.8,0.00,39,29.76,WS-1001 V2.3.3,729.18,73.0,2016-10-18 13:58:00,SSW,210,2.5,1.1,0.01
2016-10-18 14:03:00,,,2016-10-18 21:03:00,46.2,0.00,38,29.75,WS-1001 V2.3.3,731.84,73.2,2016-10-18 14:03:00,WNW,287,7.4,5.8,0.01
2016-10-18 14:08:00,,,2016-10-18 21:08:00,46.9,0.00,39,29.75,WS-1001 V2.3.3,730.44,73.4,2016-10-18 14:08:00,WSW,256,4.9,4.5,0.01
2016-10-18 14:13:00,,,2016-10-18 21:13:00,46.9,0.00,39,29.75,WS-1001 V2.3.3,728.04,73.4,2016-10-18 14:13:00,West,274,4.9,4.9,0.01
2016-10-18 14:18:00,,,2016-10-18 21:18:00,46.9,0.00,39,29.75,WS-1001 V2.3.3,726.47,73.4,2016-10-18 14:18:00,NW,314,2.5,0.9,0.01
2016-10-18 14:23:00,,,2016-10-18 21:23:00,46.4,0.00,38,29.75,WS-1001 V2.3.3,724.77,73.6,2016-10-18 14:23:00,SW,221,7.4,5.1,0.01
2016-10-18 14:28:00,,,2016-10-18 21:28:00,46.4,0.00,38,29.75,WS-1001 V2.3.3,719.89,73.6,2016-10-18 14:28:00,WSW,253,7.4,6.5,0.01
2016-10-18 14:33:00,,,2016-10-18 21:33:00,45.9,0.00,37,29.74,WS-1001 V2.3.3,719.25,73.8,2016-10-18 14:33:00,SW,220,7.4,5.8,0.01
2016-10-18 14:38:00,,,2016-10-18 21:38:00,44.6,0.00,35,29.74,WS-1001 V2.3.3,718.41,73.9,2016-10-18 14:38:00,SSW,206,4.9,4.0,0.01
2016-10-18 14:43:00,,,2016-10-18 21:43:00,45.0,0.00,35,29.74,WS-1001 V2.3.3,715.40,74.3,2016-10-18 14:43:00,WNW,295,2.5,1.3,0.01
2016-10-18 14:48:00,,,2016-10-18 21:48:00,46.0,0.00,36,29.73,WS-1001 V2.3.3,713.00,74.7,2016-10-18 14:48:00,SSW,213,7.4,4.9,0.01
2016-10-18 14:53:00,,,2016-10-18 21:53:00,45.5,0.00,35,29.74,WS-1001 V2.3.3,707.02,74.8,2016-10-18 14:53:00,WSW,256,4.9,2.5,0.01
2016-10-18 14:58:00,,,2016-10-18 21:58:00,46.4,0.00,36,29.74,WS-1001 V2.3.3,701.23,75.0,2016-10-18 14:58:00,WNW,289,4.9,2.7,0.01
2016-10-18 15:04:00,,,2016-10-18 22:04:00,45.7,0.00,35,29.73,WS-1001 V2.3.3,697.12,75.2,2016-10-18 15:04:00,SW,236,7.4,7.2,0.01
2016-10-18 15:09:00,,,2016-10-18 22:09:00,47.3,0.00,37,29.73,WS-1001 V2.3.3,692.06,75.4,2016-10-18 15:09:00,WSW,253,9.8,8.3,0.01
2016-10-18 15:14:00,,,2016-10-18 22:14:00,48.0,0.00,38,29.73,WS-1001 V2.3.3,681.73,75.4,2016-10-18 15:14:00,West,279,2.5,0.9,0.01
2016-10-18 15:19:00,,,2016-10-18 22:19:00,48.2,0.00,38,29.73,WS-1001 V2.3.3,673.40,75.6,2016-10-18 15:19:00,SSW,195,2.5,1.8,0.01
2016-10-18 15:24:00,,,2016-10-18 22:24:00,50.7,0.00,42,29.73,WS-1001 V2.3.3,662.98,75.4,2016-10-18 15:24:00,WSW,248,7.4,3.6,0.01
2016-10-18 15:29:00,,,2016-10-18 22:29:00,50.7,0.00,42,29.74,WS-1001 V2.3.3,654.25,75.4,2016-10-18 15:29:00,SW,222,7.4,5.1,0.01
2016-10-18 15:34:00,,,2016-10-18 22:34:00,50.5,0.00,42,29.74,WS-1001 V2.3.3,645.54,75.2,2016-10-18 15:34:00,West,265,7.4,5.6,0.01
2016-10-18 15:39:00,,,2016-10-18 22:39:00,49.8,0.00,41,29.74,WS-1001 V2.3.3,638.80,75.0,2016-10-18 15:39:00,NW,309,2.5,2.5,0.01
2016-10-18 15:44:00,,,2016-10-18 22:44:00,51.4,0.00,44,29.74,WS-1001 V2.3.3,626.53,74.8,2016-10-18 15:44:00,West,275,4.9,2.9,0.01
2016-10-18 15:49:00,,,2016-10-18 22:49:00,52.0,0.00,45,29.74,WS-1001 V2.3.3,615.52,74.7,2016-10-18 15:49:00,WSW,241,9.8,7.6,0.01
2016-10-18 15:54:00,,,2016-10-18 22:54:00,54.1,0.00,49,29.74,WS-1001 V2.3.3,602.67,74.5,2016-10-18 15:54:00,WSW,254,9.8,7.4,0.01
2016-10-18 15:59:00,,,2016-10-18 22:59:00,54.5,0.00,50,29.75,WS-1001 V2.3.3,593.68,74.3,2016-10-18 15:59:00,WSW,246,7.4,7.2,0.01
2016-10-18 16:04:00,,,2016-10-18 23:04:00,54.1,0.00,50,29.74,WS-1001 V2.3.3,581.01,73.9,2016-10-18 16:04:00,SW,222,4.9,4.0,0.01
2016-10-18 16:09:00,,,2016-10-18 23:09:00,54.3,0.00,51,29.74,WS-1001 V2.3.3,570.67,73.6,2016-10-18 16:09:00,WNW,285,4.9,2.7,0.01
2016-10-18 16:14:00,,,2016-10-18 23:14:00,53.6,0.00,50,29.74,WS-1001 V2.3.3,559.72,73.4,2016-10-18 16:14:00,West,272,2.5,1.8,0.01
2016-10-18 16:20:00,,,2016-10-18 23:20:00,52.9,0.00,49,29.74,WS-1001 V2.3.3,546.58,73.2,2016-10-18 16:20:00,West,275,4.9,3.6,0.01
2016-10-18 16:25:00,,,2016-10-18 23:25:00,53.4,0.00,50,29.74,WS-1001 V2.3.3,535.98,73.0,2016-10-18 16:25:00,West,269,9.8,8.1,0.01
2016-10-18 16:30:00,,,2016-10-18 23:30:00,52.7,0.00,49,29.74,WS-1001 V2.3.3,523.04,72.9,2016-10-18 16:30:00,West,259,7.4,5.6,0.01
2016-10-18 16:35:00,,,2016-10-18 23:35:00,53.2,0.00,50,29.74,WS-1001 V2.3.3,511.24,72.9,2016-10-18 16:35:00,South,190,7.4,4.5,0.01
2016-10-18 16:40:00,,,2016-10-18 23:40:00,53.2,0.00,50,29.74,WS-1001 V2.3.3,495.21,72.9,2016-10-18 16:40:00,WSW,246,9.8,6.5,0.01
2016-10-18 16:45:00,,,2016-10-18 23:45:00,52.9,0.00,50,29.74,WS-1001 V2.3.3,480.11,72.5,2016-10-18 16:45:00,West,276,7.4,4.9,0.01
2016-10-18 16:50:00,,,2016-10-18 23:50:00,53.2,0.00,51,29.74,WS-1001 V2.3.3,462.21,72.3,2016-10-18 16:50:00,West,280,9.8,8.7,0.01
2016-10-18 16:55:00,,,2016-10-18 23:55:00,52.9,0.00,51,29.73,WS-1001 V2.3.3,443.78,72.0,2016-10-18 16:55:00,West,276,4.9,3.6,0.01
2016-10-18 17:00:00,,,2016-10-19 00:00:00,52.7,0.00,51,29.74,WS-1001 V2.3.3,386.40,71.8,2016-10-18 17:00:00,WNW,291,7.4,5.1,0.01
2016-10-18 17:05:00,,,2016-10-19 00:05:00,52.3,0.00,51,29.74,WS-1001 V2.3.3,402.93,71.4,2016-10-18 17:05:00,West,266,7.4,5.1,0.01
2016-10-18 17:10:00,,,2016-10-19 00:10:00,52.2,0.00,51,29.73,WS-1001 V2.3.3,381.17,71.2,2016-10-18 17:10:00,West,268,2.5,2.0,0.01
2016-10-18 17:15:00,,,2016-10-19 00:15:00,52.2,0.00,51,29.73,WS-1001 V2.3.3,356.85,71.1,2016-10-18 17:15:00,West,268,4.9,4.0,0.01
2016-10-18 17:20:00,,,2016-10-19 00:20:00,52.5,0.00,52,29.73,WS-1001 V2.3.3,331.03,70.9,2016-10-18 17:20:00,West,267,7.4,5.1,0.01
2016-10-18 17:25:00,,,2016-10-19 00:25:00,52.3,0.00,52,29.73,WS-1001 V2.3.3,303.58,70.7,2016-10-18 17:25:00,WSW,242,4.9,4.3,0.01
2016-10-18 17:30:00,,,2016-10-19 00:30:00,53.1,0.00,54,29.74,WS-1001 V2.3.3,270.96,70.5,2016-10-18 17:30:00,SW,222,7.4,6.5,0.01
2016-10-18 17:36:00,,,2016-10-19 00:36:00,53.2,0.00,55,29.74,WS-1001 V2.3.3,215.04,70.2,2016-10-18 17:36:00,West,273,4.9,4.0,0.01
2016-10-18 17:41:00,,,2016-10-19 00:41:00,52.9,0.00,55,29.74,WS-1001 V2.3.3,201.52,69.8,2016-10-18 17:41:00,WSW,258,2.5,2.0,0.01
2016-10-18 17:46:00,,,2016-10-19 00:46:00,53.6,0.00,57,29.74,WS-1001 V2.3.3,163.61,69.4,2016-10-18 17:46:00,WSW,253,2.5,1.3,0.01
2016-10-18 17:51:00,,,2016-10-19 00:51:00,53.1,0.00,57,29.74,WS-1001 V2.3.3,125.50,68.9,2016-10-18 17:51:00,SW,217,2.5,1.8,0.01
2016-10-18 17:56:00,,,2016-10-19 00:56:00,53.1,0.00,58,29.74,WS-1001 V2.3.3,81.78,68.4,2016-10-18 17:56:00,SW,220,0.0,0.0,0.01
2016-10-18 18:01:00,,,2016-10-19 01:01:00,54.0,0.00,61,29.74,WS-1001 V2.3.3,40.61,67.8,2016-10-18 18:01:00,SW,232,2.5,1.3,0.01
